,Model_ds,AUC-ROC,AUC-PR,Applied_Threshold,Balanced_Accuracy,Brier_Score,Brier_Score_Bal,ECE,Calibration_Slope,Accuracy,Recall (Sens),Precision (PPV),Specificity,NPV,True_Positives,False_Positives,True_Negatives,False_Negatives
95,standard6_mcdropout/20% MCAR,0.6848604091047864,0.3027288787405759,0.19305461645126343,0.6432743082646404,0.11920399963855743,0.33003459702433774,0.050190067843416813,0.2048353173365163,0.6526128266033254,0.6300813008130082,0.23882896764252695,0.6564673157162726,0.9120772946859903,155,494,944,91
96,standard6/40% MCAR,0.675673078010335,0.25228928696587527,0.19675268232822418,0.6382198627271392,0.1204550713300705,0.33086620009404916,0.04271266449048159,0.18303658967295341,0.6526128266033254,0.6178861788617886,0.2363919129082426,0.6585535465924895,0.909702209414025,152,491,947,94
97,standard6_mcdropout/40% MCAR,0.6759614188631454,0.25400337774193493,0.19631291925907135,0.6388615624681977,0.12043706327676773,0.3304880064490462,0.04308687826074358,0.18493183647820519,0.6508313539192399,0.6219512195121951,0.2361111111111111,0.6557719054242003,0.9102316602316602,153,495,943,93
98,standard6/60% MCAR,0.6625592229496704,0.25008706127352787,0.21444112062454224,0.6320205343917139,0.12133859843015671,0.330412202892785,0.04386508897292006,0.1640348023585918,0.7197149643705463,0.508130081300813,0.26260504201680673,0.7559109874826148,0.8998344370860927,125,351,1087,121
99,standard6_mcdropout/60% MCAR,0.6621097504438188,0.24937160097407834,0.21303676068782806,0.6277943620882662,0.12139377743005753,0.3302334006153478,0.04543431510047151,0.16438566599157364,0.7096199524940617,0.5121951219512195,0.2545454545454545,0.7433936022253129,0.8990748528174937,126,369,1069,120
100,standard6/10% Temporal,0.6891346382170359,0.27690522360216346,0.19739238917827606,0.6589747503872814,0.119473397731781,0.33032304988543076,0.04965834809144219,0.20416338468532108,0.6823040380047506,0.6260162601626016,0.25795644891122277,0.691933240611961,0.9153633854645814,154,443,995,92
101,standard6_mcdropout/10% Temporal,0.6890611395682803,0.2780363263706968,0.2004251331090927,0.6649394484209098,0.11952080577611923,0.3300654243695611,0.05045549469090769,0.2044464728395779,0.6953681710213777,0.6219512195121951,0.2670157068062827,0.7079276773296245,0.9162916291629163,153,420,1018,93
102,standard6/20% Temporal,0.6849734839490258,0.27614459456994356,0.19160613417625427,0.654480025328765,0.11944166570901871,0.3306531788485532,0.047894081383978944,0.20120820274304962,0.6573634204275535,0.6504065040650406,0.2457757296466974,0.6585535465924895,0.9167473378509197,160,491,947,86
103,standard6_mcdropout/20% Temporal,0.6861240204891617,0.27750415849727683,0.19562312960624695,0.6570750930040594,0.11942122131586075,0.33021624214711937,0.050713859522834664,0.20359184315917978,0.6704275534441805,0.6382113821138211,0.2520064205457464,0.6759388038942976,0.9161168708765316,157,466,972,89
104,standard6/40% Temporal,0.6872010583805421,0.28673871147339713,0.20519977807998657,0.6490269909653199,0.11949944496154785,0.32741407548587514,0.05671255399125702,0.1992512427316594,0.6912114014251781,0.5894308943089431,0.2570921985815603,0.7086230876216968,0.9098214285714286,145,419,1019,101
105,standard6_mcdropout/40% Temporal,0.6875487635265782,0.2871766746515012,0.2102333903312683,0.6484135599353211,0.11948926001787186,0.32704046238173395,0.058164783388447015,0.2011182925348579,0.7131828978622328,0.556910569105691,0.26810176125244617,0.7399165507649513,0.907075873827792,137,374,1064,109
106,standard6/60% Temporal,0.6622143446747403,0.24916426177492915,0.2290152609348297,0.646946413831315,0.1215553730726242,0.3280571070706865,0.04337456907563778,0.15406689504273346,0.7624703087885986,0.483739837398374,0.30357142857142855,0.8101529902642559,0.901702786377709,119,273,1165,127
107,standard6_mcdropout/60% Temporal,0.6632970363083325,0.2495219830829877,0.22860370576381683,0.6431216572249172,0.12153556942939758,0.3276699327467497,0.048356509179036146,0.15554757826333562,0.755938242280285,0.483739837398374,0.29528535980148884,0.8025034770514604,0.9008587041373927,119,284,1154,127
108,standard7/0%,0.6782568382012053,0.2532980045559796,0.17806771397590637,0.6422792496353336,0.12047258019447327,0.3138164438007481,0.0464106632215181,0.1431105135382246,0.578978622327791,0.7317073170731707,0.2187120291616039,0.5528511821974965,0.9233449477351916,180,643,795,66
109,standard7_mcdropout/0%,0.6774653142915296,0.2531233035921848,0.17915134131908417,0.641637549894275,0.12055084854364395,0.31367573020471273,0.0469208413496118,0.14330515900776053,0.5807600950118765,0.7276422764227642,0.21882640586797067,0.5556328233657858,0.9226327944572749,179,639,799,67
110,standard7/10% MCAR,0.6739769553467441,0.24977851822027336,0.20890341699123383,0.6367498897520268,0.12103203684091568,0.31383756426238296,0.04784432596874351,0.13915264759757606,0.6644893111638955,0.5975609756097561,0.2398042414355628,0.6759388038942976,0.907563025210084,147,466,972,99
111,standard7_mcdropout/10% MCAR,0.6749861483315807,0.24945664355002256,0.17150376737117767,0.6396841819600394,0.12105154246091843,0.3135777037895888,0.04825880288228286,0.14015643898838953,0.565914489311164,0.7439024390243902,0.21504112808460635,0.5354659248956884,0.9243697478991597,183,668,770,63
112,standard7/20% MCAR,0.6765946379908861,0.2585802650011051,0.1994786560535431,0.6406255300383323,0.12078368663787842,0.3135229743088622,0.04741819528752225,0.14041849120787028,0.6365795724465558,0.6463414634146342,0.2324561403508772,0.6349095966620306,0.913,159,525,913,87
113,standard7_mcdropout/20% MCAR,0.6765635424087202,0.2584346035755038,0.19798213243484497,0.6409195246333548,0.12081579118967056,0.3132479435024894,0.04793218701343426,0.1413240327133818,0.6342042755344418,0.6504065040650406,0.2318840579710145,0.631432545201669,0.9134808853118712,160,530,908,86
114,standard7/40% MCAR,0.6568913463821704,0.22422915964717177,0.20656320452690125,0.6312120492554021,0.12312368303537369,0.31628792396478156,0.05096696497045121,0.12132112791276739,0.6377672209026128,0.6219512195121951,0.22835820895522388,0.6404728789986092,0.908284023668639,153,517,921,93
115,standard7_mcdropout/40% MCAR,0.6573917025679297,0.22424995946389353,0.2116250991821289,0.6327640014925879,0.12313266843557358,0.31595679693382334,0.05261249297836049,0.1224179378205665,0.6490498812351544,0.6097560975609756,0.23255813953488372,0.6557719054242003,0.9076034648700674,150,495,943,96
116,standard7/60% MCAR,0.6527499802119022,0.22187532829063408,0.1846795678138733,0.6188784106199894,0.12405683845281601,0.3144605317874303,0.05520732848597536,0.11667402778361062,0.5706650831353919,0.6869918699186992,0.20736196319018405,0.5507649513212796,0.9113924050632911,169,646,792,77
117,standard7_mcdropout/60% MCAR,0.653733731356785,0.2225723881494326,0.18308201432228088,0.6184232843719257,0.12404543906450272,0.31411003198423815,0.05567377354427641,0.11791417650255286,0.5641330166270784,0.6951219512195121,0.20602409638554217,0.5417246175243393,0.9121779859484778,171,659,779,75
118,standard7/10% Temporal,0.6738073430803849,0.24197672426309513,0.19739225506782532,0.6415612243744133,0.12128996104001999,0.31423391304245973,0.04813316454690596,0.13838601706027676,0.6324228028503563,0.6544715447154471,0.2316546762589928,0.6286509040333796,0.9140546006066734,161,534,904,85
119,standard7_mcdropout/10% Temporal,0.674347275461628,0.24231262792814218,0.19169440865516663,0.644662301977679,0.12130042910575867,0.31390221742751595,0.04864891572477133,0.13941754087335145,0.6175771971496437,0.6829268292682927,0.22888283378746593,0.6063977746870653,0.9178947368421052,168,566,872,78
120,standard7/20% Temporal,0.6741069914176193,0.2433478905953776,0.18843473494052887,0.6370664993158972,0.12120610475540161,0.31333057724871316,0.04865025049805499,0.13745603742823542,0.6074821852731591,0.6788617886178862,0.22296395193591456,0.5952712100139083,0.9155080213903743,167,582,856,79
121,standard7_mcdropout/20% Temporal,0.6735500978097403,0.2430645304018877,0.18991054594516754,0.6381096147540057,0.12127801775932312,0.31321488374972134,0.049093678726365615,0.13778870879093938,0.6092636579572447,0.6788617886178862,0.22386058981233245,0.5973574408901252,0.9157782515991472,167,579,859,79
122,standard7/40% Temporal,0.676046224996325,0.259952558035734,0.23726817965507507,0.6484135599353211,0.12119405716657639,0.3088864095999592,0.05365633889988524,0.14015222648382947,0.7131828978622328,0.556910569105691,0.26810176125244617,0.7399165507649513,0.907075873827792,137,374,1064,109
123,standard7_mcdropout/40% Temporal,0.6764504675644809,0.26021646864033626,0.2350034862756729,0.6466213236541267,0.12121545523405075,0.3086265470820493,0.05410799714172537,0.14120181606764096,0.7072446555819477,0.5609756097560976,0.2638623326959847,0.7322670375521557,0.9069767441860465,138,385,1053,108
124,standard7/60% Temporal,0.653171184006694,0.22153782806296102,0.24782703816890717,0.6291032034103372,0.12477588653564453,0.3096007643300167,0.06200927884413057,0.11473035213794835,0.6888361045130641,0.5447154471544715,0.2454212454212454,0.713490959666203,0.9015817223198594,134,412,1026,112
125,standard7_mcdropout/60% Temporal,0.6520149937243462,0.22115805643943678,0.2442885935306549,0.6266155568370705,0.12489385902881622,0.30962452559413256,0.062461895496538015,0.1146856263064784,0.6817102137767221,0.5487804878048781,0.24107142857142858,0.7044506258692629,0.9012455516014235,135,425,1013,111
126,standard8/0%,0.6825112792157129,0.25960281572927807,0.15789327025413513,0.645408595949659,0.11865922808647156,0.3242116160893756,0.03213321202768636,0.14283176692833688,0.5843230403800475,0.7317073170731707,0.22113022113022113,0.5591098748261474,0.9241379310344827,180,634,804,66
127,standard8_mcdropout/0%,0.6811091511471443,0.25968918949287034,0.16332611441612244,0.6480036636249533,0.11876105517148972,0.324203599769786,0.030933511341676434,0.14235102269714603,0.5973871733966746,0.7195121951219512,0.22519083969465647,0.5764951321279554,0.923162583518931,177,609,829,69
128,standard8/10% MCAR,0.6800179789002342,0.25396416901535224,0.17421776056289673,0.6529280730915793,0.11915015429258347,0.3232054125124718,0.038883656183713415,0.139468840032353,0.6460807600950119,0.6626016260162602,0.2411242603550296,0.6432545201668984,0.9176587301587301,163,513,925,83
129,standard8_mcdropout/10% MCAR,0.6807727534855321,0.2544275363449262,0.17082622647285461,0.6537026357746192,0.11914563924074173,0.32284020730720436,0.0380594488432423,0.140546502151171,0.6330166270783848,0.6829268292682927,0.23728813559322035,0.6244784422809457,0.9200819672131147,168,540,898,78
130,standard8/20% MCAR,0.6820391917410134,0.2613225840731491,0.17965544760227203,0.6374170313330394,0.11900206655263901,0.32342712767463727,0.03258049091647186,0.14081470110694883,0.6454869358669834,0.6260162601626016,0.2336874051593323,0.6488178025034771,0.9102439024390244,154,505,933,92
131,standard8_mcdropout/20% MCAR,0.6807416579033663,0.2604225233053187,0.16433873772621155,0.6367979465608287,0.11907585710287094,0.32332716881722295,0.03305507761662972,0.14086891840032503,0.5926365795724465,0.6991869918699187,0.2193877551020408,0.5744089012517385,0.9177777777777778,172,612,826,74
132,standard8/40% MCAR,0.6633648812148761,0.22959837311195566,0.15378689765930176,0.6240374503884121,0.12148933857679367,0.3259579322415304,0.033811796967586114,0.12132380733854965,0.5391923990498813,0.7439024390243902,0.20424107142857142,0.5041724617524339,0.9200507614213198,183,713,725,63
133,standard8_mcdropout/40% MCAR,0.6626991530694166,0.22905800548200356,0.15159852802753448,0.6241703133303934,0.12156564742326736,0.32588926490042147,0.03423136848328091,0.12132029289763971,0.5279097387173397,0.7601626016260162,0.20260021668472372,0.48817802503477054,0.9224704336399474,187,736,702,59
134,standard8/60% MCAR,0.6525096961678936,0.22465929982464966,0.19820018112659454,0.6243681943078123,0.12312956899404526,0.32552399415530947,0.039001198981019204,0.10935194046292487,0.6692399049881235,0.5609756097560976,0.23509369676320271,0.6877607788595271,0.9015496809480401,138,449,989,108
135,standard8_mcdropout/60% MCAR,0.6516107511561903,0.22388902479959175,0.19438926875591278,0.6241533521037574,0.12321317940950394,0.325449899550202,0.039275592615531485,0.10948025506156488,0.6573634204275535,0.5772357723577236,0.23089430894308943,0.6710709318497914,0.9027128157156221,142,473,965,104
136,standard8/10% Temporal,0.6768886325859087,0.24618884848593775,0.16535638272762299,0.6514270045343014,0.1198558583855629,0.32438309435281537,0.03273023870019264,0.13387529114452057,0.600356294536817,0.7235772357723578,0.227330779054917,0.5792767732962448,0.9245283018867925,178,605,833,68
137,standard8_mcdropout/10% Temporal,0.6760038219297353,0.24599636743870623,0.1660062074661255,0.649394484209098,0.11992083489894867,0.3242999675849866,0.03230546991564245,0.13382115063452507,0.5997624703087886,0.7195121951219512,0.22634271099744246,0.5792767732962448,0.9235033259423503,177,605,833,69
138,standard8/20% Temporal,0.6801762836821692,0.25137671186585503,0.17443425953388214,0.6473647907550008,0.11936495453119278,0.3228196012514207,0.03252156201590765,0.13747706795650527,0.6365795724465558,0.6626016260162602,0.23554913294797689,0.6321279554937413,0.9163306451612904,163,529,909,83
139,standard8_mcdropout/20% Temporal,0.6805550844103712,0.25144689181700663,0.17610156536102295,0.6457873966778611,0.1193687915802002,0.3224574739689699,0.03174075214170149,0.13835784952926675,0.6425178147268409,0.6504065040650406,0.23668639053254437,0.6411682892906815,0.9146825396825397,160,516,922,86
140,standard8/40% Temporal,0.6760009950586292,0.26702782070087566,0.1971600353717804,0.6482241595712201,0.11963533610105515,0.318188042980662,0.03723563351878573,0.1340546635266035,0.684085510688836,0.5975609756097561,0.253448275862069,0.6988873435326843,0.9103260869565217,147,433,1005,99
141,standard8_mcdropout/40% Temporal,0.6761762610672004,0.26658124245890175,0.2026376724243164,0.6481450071802526,0.11962283402681351,0.31793997472366875,0.037589484431964484,0.1346164052110824,0.6983372921615202,0.5772357723577236,0.2600732600732601,0.7190542420027817,0.9086115992970123,142,404,1034,104
142,standard8/60% Temporal,0.654686386919502,0.23251389179262438,0.2186438888311386,0.6241561789748635,0.1232372596859932,0.31716042309655085,0.04790021780869457,0.10737515706827344,0.6947743467933492,0.524390243902439,0.24524714828897337,0.7239221140472879,0.8989637305699482,129,397,1041,117
143,standard8_mcdropout/60% Temporal,0.6547146556305619,0.23261530362103433,0.186141699552536,0.6263696190508498,0.12326643615961075,0.3169407893954117,0.0481961674041462,0.10800399407888882,0.6122327790973872,0.6463414634146342,0.2193103448275862,0.6063977746870653,0.9092805005213764,159,566,872,87
144,standard9/0%,0.6866978753236768,0.28732048508437935,0.1649559885263443,0.6488602055700667,0.11789347976446152,0.32217102685041554,0.03609841613368863,0.1746010633953335,0.6074821852731591,0.7073170731707317,0.22804718217562253,0.5904033379694019,0.9218241042345277,174,589,849,72
145,standard9_mcdropout/0%,0.6860109456449225,0.2864962951976564,0.16994571685791016,0.6474976536969821,0.11795146018266678,0.32200611903862286,0.036155184821586285,0.1748334967463589,0.6252969121140143,0.6788617886178862,0.23226703755215578,0.6161335187760779,0.9181347150259067,167,552,886,79
146,standard9/10% MCAR,0.6831388446012416,0.282364633329242,0.17923705279827118,0.650923821477436,0.1186286062002182,0.3216665120092412,0.03675225316469431,0.165156180646159,0.6656769596199525,0.6300813008130082,0.24720893141945774,0.6717663421418637,0.9139072847682119,155,472,966,91
147,standard9_mcdropout/10% MCAR,0.6832999762542827,0.2825677310747329,0.17770403623580933,0.6545337358797788,0.11862002313137054,0.32138687434606733,0.03590789722221198,0.16628098156052265,0.6603325415676959,0.6463414634146342,0.2468944099378882,0.6627260083449235,0.9163461538461538,159,485,953,87
148,standard9/20% MCAR,0.6793847597724934,0.28349895652935764,0.18225646018981934,0.64447855535579,0.11826616525650024,0.3211663110753966,0.03298790429911251,0.16809103173980272,0.6633016627078385,0.6178861788617886,0.2432,0.6710709318497914,0.9112370160528801,152,473,965,94
149,standard9_mcdropout/20% MCAR,0.67926037744383,0.2835588696496421,0.1844111979007721,0.6435428610197089,0.11830709129571915,0.3209081572178547,0.03352790132979033,0.16871476534130467,0.667458432304038,0.6097560975609756,0.24429967426710097,0.6773296244784422,0.9102803738317757,150,464,974,96
150,standard9/40% MCAR,0.6691090833022378,0.24400799421227126,0.16915452480316162,0.6342848581476079,0.12080170959234238,0.32443463089825986,0.03608976700951538,0.143940931792721,0.6027315914489311,0.6788617886178862,0.22060766182298547,0.5897079276773296,0.9147788565264293,167,590,848,79
151,standard9_mcdropout/40% MCAR,0.6696688037812228,0.2446091234879041,0.17061084508895874,0.6373604939109196,0.12081343680620193,0.3241740683782004,0.036514780902239606,0.14473108470314466,0.6051068883610451,0.6829268292682927,0.22251655629139072,0.5917941585535466,0.9160387513455328,168,587,851,78
152,standard9/60% MCAR,0.6516870766760519,0.2429622009129812,0.2025030553340912,0.6170692131121589,0.12229013442993164,0.3244521889029803,0.040913035343190976,0.12743972886015026,0.6941805225653207,0.508130081300813,0.24084778420038536,0.7260083449235049,0.896137339055794,125,394,1044,121
153,standard9_mcdropout/60% MCAR,0.6511612786503387,0.24269198651176638,0.20304882526397705,0.6143412824948833,0.12234637886285782,0.32429318787194217,0.044806577508601036,0.1276508464254529,0.6923990498812351,0.5040650406504065,0.23846153846153847,0.7246175243393602,0.8951890034364262,124,396,1042,122
154,standard9/10% Temporal,0.6799416533803725,0.2639725983435264,0.18332472443580627,0.6477690333231566,0.11933676153421402,0.323023024617569,0.03386377426408532,0.15919186875253147,0.6775534441805225,0.6056910569105691,0.2504201680672269,0.6898470097357441,0.9109274563820018,149,446,992,97
155,standard9_mcdropout/10% Temporal,0.6795345839411105,0.26361979269875624,0.16718967258930206,0.6478170901319583,0.1193971261382103,0.3228563541823803,0.034333445198143756,0.1596329312835446,0.6057007125890737,0.7073170731707317,0.22715404699738903,0.588317107093185,0.9215686274509803,174,592,846,72
156,standard9/20% Temporal,0.6818554451191243,0.2758138504290694,0.18567031621932983,0.652235489670613,0.11856993287801743,0.3209784027339368,0.03372044981437383,0.16443956379088528,0.6823040380047506,0.6097560975609756,0.2546689303904924,0.6947148817802503,0.9123287671232877,150,439,999,96
157,standard9_mcdropout/20% Temporal,0.68267523773986,0.2760418417095258,0.17973646521568298,0.6537846150366928,0.1185678020119667,0.3206325271893482,0.03418868073569765,0.16525303003265024,0.6561757719714965,0.6504065040650406,0.2450229709035222,0.6571627260083449,0.9165858389912707,160,493,945,86
158,standard9/40% Temporal,0.6750568201092304,0.28036171059316417,0.20096169412136078,0.6409251783755667,0.11932951211929321,0.3183619448303661,0.03857857559203677,0.15579222394386588,0.7090261282660333,0.5447154471544715,0.26171875,0.7371349095966621,0.9044368600682594,134,378,1060,112
159,standard9_mcdropout/40% Temporal,0.6753649490597827,0.2806689068839276,0.20065255463123322,0.6398820629374583,0.11936189234256744,0.31816970137617256,0.03898908192128155,0.1566202504077227,0.7072446555819477,0.5447154471544715,0.26019417475728157,0.7350486787204451,0.9041916167664671,134,381,1057,112
160,standard9/60% Temporal,0.6458806834243587,0.23415337186983892,0.18860255181789398,0.6198452005382362,0.12356310337781906,0.3191180469749316,0.049586409393193594,0.11486494716042109,0.6241092636579573,0.6138211382113821,0.21915820029027577,0.6258692628650904,0.9045226130653267,151,538,900,95
161,standard9_mcdropout/60% Temporal,0.6463273290591043,0.23448674150398577,0.19225353002548218,0.621049447629386,0.12356892973184586,0.31883050850801725,0.05089963450939383,0.11578878334313247,0.6347980997624703,0.6016260162601627,0.22255639097744362,0.6404728789986092,0.9038272816486752,148,517,921,98
162,standard10/0%,0.6829070411705509,0.2599284294487583,0.18283215165138245,0.6395795877291179,0.12026408314704895,0.31771533815787595,0.04498346180006897,0.17558787089596942,0.5973871733966746,0.6991869918699187,0.22164948453608246,0.5799721835883171,0.9185022026431718,172,604,834,74
163,standard10_mcdropout/0%,0.6831614595700894,0.2610330766741049,0.19973129034042358,0.6410015038954284,0.12027212977409363,0.3173974725724153,0.04584898520482267,0.17694398888716162,0.6573634204275535,0.6178861788617886,0.23937007874015748,0.6641168289290682,0.9103908484270734,152,483,955,94
164,standard10/10% MCAR,0.68192894376788,0.2570807974442942,0.18133191764354706,0.6424940918393884,0.12076646834611893,0.31731340326520974,0.046845713134793084,0.16962756687042527,0.5908551068883611,0.7154471544715447,0.22138364779874214,0.5695410292072323,0.9212598425196851,176,619,819,70
165,standard10_mcdropout/10% MCAR,0.6827119870642379,0.2575367852064394,0.18490047752857208,0.6414792451123399,0.12077970057725906,0.3169967123003703,0.0473084028748322,0.17092057867666688,0.6092636579572447,0.6869918699186992,0.22533333333333333,0.5959666203059806,0.917558886509636,169,581,857,77
166,standard10/20% MCAR,0.6817678121148387,0.2666133410821337,0.1778620481491089,0.6417704128362562,0.12037410587072372,0.3169408594901436,0.04600640076639534,0.17288654365281625,0.5694774346793349,0.7439024390243902,0.2165680473372781,0.5396383866481224,0.9249106078665077,183,662,776,63
167,standard10_mcdropout/20% MCAR,0.681705620950507,0.26502082763724205,0.17922592163085938,0.6428672388253786,0.12040295451879501,0.3166991105802009,0.046439679883721316,0.17370343596344198,0.5742280285035629,0.7398373983739838,0.2179640718562874,0.5458970792767733,0.9246171967020024,182,653,785,64
168,standard10/40% MCAR,0.6653860940556554,0.23025151342670158,0.17643074691295624,0.6336120628243835,0.12277259677648544,0.3199575799591471,0.04913138152230663,0.1472905966329118,0.5469121140142518,0.7560975609756098,0.2092238470191226,0.5111265646731572,0.9245283018867925,186,703,735,60
169,standard10_mcdropout/40% MCAR,0.6651627712382827,0.2312600702450966,0.17621658742427826,0.6308841322071079,0.12281488627195358,0.3197722998527527,0.04964408086006686,0.14737917225161667,0.5451306413301663,0.7520325203252033,0.20786516853932585,0.5097357440890126,0.9231738035264484,185,705,733,61
170,standard10/60% MCAR,0.6561535330235083,0.22419751309136837,0.18356220424175262,0.6301378382351278,0.12392445653676987,0.3193504540580154,0.05506520179009636,0.1341086526681994,0.5783847980997625,0.7032520325203252,0.21358024691358024,0.5570236439499304,0.9164759725400458,173,637,801,73
171,standard10_mcdropout/60% MCAR,0.6559556520460892,0.2243262127133095,0.18775016069412231,0.6304063909901965,0.12396709620952606,0.3191418736857105,0.05787907203221406,0.13476057206910202,0.5932304038004751,0.6829268292682927,0.2167741935483871,0.5778859527121002,0.9141914191419142,168,607,831,78
172,standard10/10% Temporal,0.6778215000508837,0.2476205580595059,0.18535712361335754,0.6495556158621392,0.12132205814123154,0.3181683588722929,0.04862963165335729,0.16335354558526893,0.6086698337292161,0.7073170731707317,0.22864651773981604,0.5917941585535466,0.9219934994582882,174,587,851,72
173,standard10_mcdropout/10% Temporal,0.6771345703721294,0.24700189968115627,0.18613511323928833,0.6472291009419135,0.12138000875711441,0.31798897970753026,0.05131993545418397,0.16364768952396416,0.6104513064133017,0.6991869918699187,0.22811671087533156,0.5952712100139083,0.9204301075268817,172,582,856,74
174,standard10/20% Temporal,0.6778356344064136,0.24947921390295158,0.19446882605552673,0.6407329511403598,0.12100899964570999,0.31754169553404343,0.04984473184883735,0.16579163109889503,0.6425178147268409,0.6382113821138211,0.23432835820895523,0.6432545201668984,0.9122287968441815,157,513,925,89
175,standard10_mcdropout/20% Temporal,0.6783897011431868,0.24989498513424055,0.19430869817733765,0.6434071712066216,0.12101397663354874,0.3171789773819692,0.049073814359137394,0.16716682182260406,0.6413301662707839,0.6463414634146342,0.23520710059171598,0.6404728789986092,0.9136904761904762,159,517,921,87
176,standard10/40% Temporal,0.6759529382498276,0.2559558503266575,0.19236025214195251,0.6419880819114172,0.12138299643993378,0.31426917869290094,0.0512567956350089,0.16192537938571627,0.6187648456057007,0.6747967479674797,0.22802197802197802,0.6091794158553546,0.9163179916317992,166,562,876,80
177,standard10_mcdropout/40% Temporal,0.6753168922509809,0.25514614267766816,0.19392186403274536,0.6420417924624309,0.12148988246917725,0.31411745332419627,0.05183590747938091,0.16220071594478452,0.6217339667458432,0.6707317073170732,0.2288488210818308,0.6133518776077886,0.9158878504672897,165,556,882,81
178,standard10/60% Temporal,0.6546694256928662,0.2241238314561198,0.17826859652996063,0.6278876488347638,0.12460245937108994,0.3145364677971846,0.05893225445812502,0.1271729740859042,0.5285035629453682,0.7682926829268293,0.2041036717062635,0.4874826147426982,0.924802110817942,189,737,701,57
179,standard10_mcdropout/60% Temporal,0.6548390379592253,0.22380929537550276,0.18159949779510498,0.6287441907798772,0.12465707957744598,0.3143214087967876,0.05938815501144691,0.1275894497355189,0.5385985748218527,0.7560975609756098,0.2059800664451827,0.5013908205841446,0.9231754161331626,186,717,721,60
180,standard11/0%,0.6784971222452142,0.2619170996596464,0.19364991784095764,0.6420700611734907,0.1205122321844101,0.326669139234658,0.05164506767307919,0.21652979568081354,0.6419239904988123,0.6422764227642277,0.23476968796433878,0.6418636995827538,0.9129574678536103,158,515,923,88
181,standard11_mcdropout/0%,0.677567081651345,0.26075473621351286,0.18340779840946198,0.6425478023904022,0.12060315161943436,0.3265920547303367,0.05084731933747078,0.21714281169789645,0.5938242280285035,0.7113821138211383,0.22208121827411167,0.5737134909596662,0.9207589285714286,175,613,825,71
182,standard11/10% MCAR,0.6747091149631942,0.2504408690779028,0.17625533044338226,0.6388813505659396,0.12088097631931305,0.326560417083525,0.046511196272531766,0.2085961420822559,0.5587885985748219,0.7520325203252033,0.21337946943483277,0.5257301808066759,0.9253365973072215,185,682,756,61
183,standard11_mcdropout/10% MCAR,0.674895688456189,0.2511225384683494,0.17623798549175262,0.6350565939595418,0.12091884762048721,0.32634111898512774,0.048965620965367246,0.21016302772893647,0.5522565320665083,0.7520325203252033,0.21070615034168566,0.5180806675938804,0.924317617866005,185,693,745,61
184,standard11/20% MCAR,0.6760151294141592,0.26039799779350437,0.19568389654159546,0.6466439386229745,0.12060625106096268,0.32598491615857084,0.04279283954896865,0.21246004875928565,0.6526128266033254,0.6382113821138211,0.24042879019908117,0.655076495132128,0.9136760426770126,157,496,942,89
185,standard11_mcdropout/20% MCAR,0.674923957167249,0.25989573235080515,0.1942949742078781,0.6421237717245044,0.12068380415439606,0.32591392901664706,0.0426678679564928,0.2124089718034079,0.6448931116389549,0.6382113821138211,0.23573573573573572,0.6460361613351877,0.912573673870334,157,509,929,89
186,standard11/40% MCAR,0.6591160939425806,0.22985589346416102,0.18779055774211884,0.6328403270124496,0.12211409211158752,0.3277798957753658,0.04325826774902128,0.18325643832219596,0.5973871733966746,0.6829268292682927,0.21875,0.5827538247566064,0.9148471615720524,168,600,838,78
187,standard11_mcdropout/40% MCAR,0.6591839388491243,0.2299311072396542,0.19161219894886017,0.6354891052387575,0.12217327952384949,0.3275618281331899,0.043638769864611265,0.18364177924444158,0.6134204275534442,0.6666666666666666,0.22373806275579808,0.6043115438108484,0.9137749737118822,164,569,869,82
188,standard11/60% MCAR,0.6486397096238,0.22579877321199524,0.20355987548828125,0.6151130183068173,0.12283818423748016,0.3266867392307309,0.04644396627264323,0.17034469961692458,0.6419239904988123,0.5772357723577236,0.22152886115444617,0.652990264255911,0.900287631831256,142,499,939,104
189,standard11_mcdropout/60% MCAR,0.6496884788041206,0.22676440755885208,0.1973356306552887,0.6167158542239108,0.12280784547328949,0.3263083020849675,0.046812944609733766,0.17239781261941803,0.6187648456057007,0.6138211382113821,0.2163323782234957,0.6196105702364395,0.9036511156186613,151,547,891,95
190,standard11/10% Temporal,0.6754356208374324,0.24776197539271294,0.19651642441749573,0.6463499440279521,0.1210990622639656,0.32678836040895354,0.04427065944073462,0.20667975637373898,0.6549881235154394,0.6341463414634146,0.241112828438949,0.6585535465924895,0.9132111861137898,156,491,947,90
191,standard11_mcdropout/10% Temporal,0.6754130058685844,0.24860374407999805,0.19204629957675934,0.6469633750579509,0.12112591415643692,0.32654047337958064,0.04566145498048948,0.20755528283375896,0.6330166270783848,0.6666666666666666,0.2342857142857143,0.627260083449235,0.9166666666666666,164,536,902,82
192,standard11/20% Temporal,0.6744236009814897,0.2530571475631272,0.1991632580757141,0.639370399267275,0.1208856925368309,0.32607461740763255,0.04905432660902481,0.20794557161996727,0.6603325415676959,0.6097560975609756,0.23961661341853036,0.6689847009735744,0.9092627599243857,150,476,962,96
193,standard11_mcdropout/20% Temporal,0.6723373701052727,0.25242978610645667,0.20706716179847717,0.6412983253615567,0.12101469188928604,0.3260890637085646,0.04710871231191374,0.2072229034330659,0.6923990498812351,0.5691056910569106,0.2536231884057971,0.713490959666203,0.9063604240282686,140,412,1026,106
